,#term ID,term description,observed gene count,background gene count,strength,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
138,GO:0065007,Biological regulation,176,12385,0.07,0.0307,"9606.ENSP00000014914,9606.ENSP00000070846,9606.ENSP00000160373,9606.ENSP00000199389,9606.ENSP00000217131,9606.ENSP00000220325,9606.ENSP00000222002,9606.ENSP00000222399,9606.ENSP00000225929,9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000243056,9606.ENSP00000247225,9606.ENSP00000247226,9606.ENSP00000249014,9606.ENSP00000254436,9606.ENSP00000256015,9606.ENSP00000256194,9606.ENSP00000257552,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000268053,9606.ENSP00000270112,9606.ENSP00000275493,9606.ENSP00000279022,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297258,9606.ENSP00000297689,9606.ENSP00000299339,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000300245,9606.ENSP00000301336,9606.ENSP00000301653,9606.ENSP00000303192,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000308122,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000316905,9606.ENSP00000320084,9606.ENSP00000320378,9606.ENSP00000320688,9606.ENSP00000322229,9606.ENSP00000324693,9606.ENSP00000325526,9606.ENSP00000328004,9606.ENSP00000329219,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000334008,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000343129,9606.ENSP00000346809,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000348931,9606.ENSP00000349351,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000351742,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000356515,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000358413,9606.ENSP00000358421,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000359668,9606.ENSP00000360108,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000363654,9606.ENSP00000363827,9606.ENSP00000364032,9606.ENSP00000364526,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366070,9606.ENSP00000366109,9606.ENSP00000367263,9606.ENSP00000367817,9606.ENSP00000367991,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000369681,9606.ENSP00000370408,9606.ENSP00000370671,9606.ENSP00000373489,9606.ENSP00000373937,9606.ENSP00000373964,9606.ENSP00000374309,9606.ENSP00000374377,9606.ENSP00000375066,9606.ENSP00000376293,9606.ENSP00000376333,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000381382,9606.ENSP00000381588,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385616,9606.ENSP00000385727,9606.ENSP00000386456,9606.ENSP00000386881,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000402760,9606.ENSP00000405004,9606.ENSP00000419235,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000422176,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000438209,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000445122,9606.ENSP00000449960,9606.ENSP00000451261,9606.ENSP00000455215,9606.ENSP00000455507,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000480221,9606.ENSP00000481721,9606.ENSP00000482760,9606.ENSP00000486285,9606.ENSP00000486891,9606.ENSP00000487363,9606.ENSP00000493716,9606.ENSP00000495564,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000499251,9606.ENSP00000501092","GPRC5A,PKP2,CTTNBP2,EIF2AK1,CTSZ,EHD4,SULT2A1,LAMB1,HSD17B1,COL1A1,HAND1,HES1,HOXB7,MSX2,HOXC13,SGPP1,PLEKHG3,CDC42EP1,TRIM21,BTG1,MICAL2,MSI1,TBX3,THBS1,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,EFHD1,TP63,CDK6,CYP11A1,HUNK,EGFR,MYL9,DUSP6,GRHL3,CAPN2,HPGD,ITGA2,TNFRSF21,FABP5,NFIL3,CLDN10,KIAA0355,ANPEP,AKTIP,RILP,KRT16,RGL1,FAM83B,IRS1,TPD52L1,GLUL,ATP6V0A4,PPP2R1B,DAB2,BIN1,SFXN1,CD276,SLC7A8,SLC25A36,FADS1,GRHL1,WNT11,YAF2,FMNL1,EPHB3,OLFML1,PARVA,ARHGAP10,PTN,PTGES,TRIM29,PGAP1,ANO1,SHTN1,FABP7,BICD2,PLXNB1,FUT4,TFEB,MPZL1,SULF2,KRT19,TGM2,NENF,IVNS1ABP,UTRN,ADGRG6,ARHGAP18,ZDHHC6,HSD3B1,MPP1,TPBG,VGLL1,DNAJC6,DHCR24,GSN,FGR,RGS3,FOXO4,PALM2AKAP2,HSPG2,TAP2,JCAD,DOCK9,TLE1,RILPL1,ANXA1,AHNAK,PODXL,SEPTIN8,GATA3,AGRN,USP3,CDX2,KLHL42,KRT18,PRTG,SMTNL2,LAMA1,RFLNA,HCAR2,OSBPL6,LLGL2,NR2F2,NFATC2,TCF4,TMPRSS2,EPHB2,COLEC12,SUN2,MAST4,AAK1,DYSF,ACE2,CHD7,TNIK,ERN1,SLC22A5,ACVR1,TCAF1,ADAM9,NR6A1,CAST,MACROH2A1,CAMK2D,RAI14,CEBPA,LYN,SPTBN2,EPS8L2,HCAR3,SP6,TRERF1,SH2B2,HSD3B2,CALCOCO1,UBE2J1,ADGRG1,OBSCN,YAP1,DPF3,ANXA8L1,TBC1D2,PCSK6,FARP1,TCF7L2,HAVCR1,EFNB2,GRHL2,S1PR2,HOXA13,NUAK2,TFAP2A"
139,GO:0048666,Neuron development,23,840,0.35,0.031,"9606.ENSP00000215957,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000296861,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000428924,9606.ENSP00000486285,9606.ENSP00000493716","MICALL1,LAMB1,HES1,SEMA7A,SLC9A3R1,EFHD1,TNFRSF21,EPHB3,PTN,SHTN1,PLXNB1,TPBG,GATA3,AGRN,PRTG,LAMA1,EPHB2,CRPPA,TNIK,PALLD,LYN,FARP1,EFNB2"
140,GO:0008610,Lipid biosynthetic process,18,577,0.41,0.0325,"9606.ENSP00000180173,9606.ENSP00000225929,9606.ENSP00000247225,9606.ENSP00000267842,9606.ENSP00000268053,9606.ENSP00000278840,9606.ENSP00000297258,9606.ENSP00000322229,9606.ENSP00000336127,9606.ENSP00000342385,9606.ENSP00000346809,9606.ENSP00000351602,9606.ENSP00000358421,9606.ENSP00000360316,9606.ENSP00000376293,9606.ENSP00000385478,9606.ENSP00000445122,9606.ENSP00000492233","MTMR7,HSD17B1,SGPP1,SLC27A2,CYP11A1,FADS2,FABP5,FADS1,TTC7B,PTGES,PGAP1,FUT4,HSD3B1,DHCR24,OSBPL6,CRPPA,HSD3B2,PIGN"
141,GO:0051716,Cellular response to stimulus,103,6357,0.13,0.0326,"9606.ENSP00000014914,9606.ENSP00000199389,9606.ENSP00000220325,9606.ENSP00000222002,9606.ENSP00000225929,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000249014,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000268053,9606.ENSP00000270112,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297689,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000303192,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000322229,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000334008,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000351742,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356465,9606.ENSP00000356468,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000369681,9606.ENSP00000373489,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385727,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000449960,9606.ENSP00000451261,9606.ENSP00000455215,9606.ENSP00000478061,9606.ENSP00000478305,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000498246,9606.ENSP00000499251,9606.ENSP00000501092","GPRC5A,EIF2AK1,EHD4,SULT2A1,HSD17B1,COL1A1,HES1,MSX2,SGPP1,CDC42EP1,TBX3,THBS1,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,CYP11A1,HUNK,EGFR,DUSP6,GRHL3,CAPN2,HPGD,ITGA2,TNFRSF21,NFIL3,KIAA0355,ANPEP,RGL1,FAM83B,IRS1,GLUL,DAB2,CD276,FADS1,WNT11,EPHB3,OLFML1,PARVA,ARHGAP10,PTN,PTGES,ANO1,SHTN1,PLXNB1,TFEB,MPZL1,SULF2,KRT19,TGM2,NENF,RAB32,IVNS1ABP,ADGRG6,ARHGAP18,MPP1,TPBG,DHCR24,GSN,FGR,RGS3,FOXO4,DOCK9,TLE1,ANXA1,GATA3,AGRN,USP3,KRT18,LAMA1,HCAR2,NR2F2,NFATC2,EPHB2,COLEC12,MAST4,TNIK,ERN1,ACVR1,ADAM9,NR6A1,CAMK2D,RAI14,CEBPA,LYN,EPS8L2,HCAR3,TRERF1,SH2B2,CALCOCO1,UBE2J1,ADGRG1,MARCKS,SMOX,YAP1,TCF7L2,EFNB2,S1PR2,ABCG2,NUAK2,TFAP2A"
142,GO:0070373,Negative regulation of ERK1 and ERK2 cascade,6,71,0.84,0.0329,"9606.ENSP00000262613,9606.ENSP00000279488,9606.ENSP00000313391,9606.ENSP00000383053,9606.ENSP00000389326,9606.ENSP00000428924","SLC9A3R1,DUSP6,DAB2,EPHB2,ACE2,LYN"
143,GO:0030539,Male genitalia development,4,24,1.14,0.0331,"9606.ENSP00000257566,9606.ENSP00000360316,9606.ENSP00000464162,9606.ENSP00000497112","TBX3,DHCR24,GREB1L,HOXA13"
144,GO:0033292,T-tubule organization,3,9,1.44,0.0343,"9606.ENSP00000316779,9606.ENSP00000352208,9606.ENSP00000386881","BIN1,MYOF,DYSF"
145,GO:0045617,Negative regulation of keratinocyte differentiation,3,9,1.44,0.0343,"9606.ENSP00000239243,9606.ENSP00000264731,9606.ENSP00000495564","MSX2,TP63,GRHL2"
146,GO:0007165,Signal transduction,81,4714,0.15,0.0348,"9606.ENSP00000014914,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000249014,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000270112,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000303192,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000358547,9606.ENSP00000360316,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373489,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385727,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000449960,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000499251","GPRC5A,COL1A1,HES1,MSX2,SGPP1,CDC42EP1,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,HUNK,EGFR,DUSP6,GRHL3,HPGD,ITGA2,TNFRSF21,KIAA0355,ANPEP,RGL1,FAM83B,IRS1,DAB2,CD276,WNT11,EPHB3,OLFML1,ARHGAP10,PTN,PTGES,ANO1,SHTN1,PLXNB1,MPZL1,SULF2,KRT19,TGM2,NENF,IVNS1ABP,ADGRG6,ARHGAP18,MPP1,DHCR24,FGR,RGS3,FOXO4,DOCK9,TLE1,ANXA1,GATA3,AGRN,KRT18,LAMA1,HCAR2,NR2F2,NFATC2,EPHB2,COLEC12,MAST4,TNIK,ERN1,ACVR1,ADAM9,NR6A1,CAMK2D,RAI14,CEBPA,LYN,EPS8L2,HCAR3,TRERF1,SH2B2,CALCOCO1,ADGRG1,YAP1,TCF7L2,EFNB2,S1PR2,NUAK2"
147,GO:0061383,Trabecula morphogenesis,5,46,0.95,0.0348,"9606.ENSP00000225964,9606.ENSP00000239243,9606.ENSP00000351338,9606.ENSP00000356581,9606.ENSP00000392028","COL1A1,MSX2,PLXNB1,ADGRG6,CHD7"
148,GO:0006909,Phagocytosis,9,173,0.63,0.0349,"9606.ENSP00000199389,9606.ENSP00000260356,9606.ENSP00000355330,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000366109,9606.ENSP00000383115,9606.ENSP00000428924,9606.ENSP00000487363","EIF2AK1,THBS1,TGM2,GSN,FGR,ANXA1,COLEC12,LYN,HAVCR1"
149,GO:0003002,Regionalization,13,341,0.5,0.0352,"9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000243056,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000325526,9606.ENSP00000346809,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000405004,9606.ENSP00000455215,9606.ENSP00000482760","HES1,HOXB7,MSX2,HOXC13,TBX3,TP63,WNT11,PGAP1,CDX2,NR2F2,ACVR1,ADGRG1,PCSK6"
150,GO:0008333,Endosome to lysosome transport,6,73,0.83,0.0355,"9606.ENSP00000265978,9606.ENSP00000300245,9606.ENSP00000301336,9606.ENSP00000316779,9606.ENSP00000322373,9606.ENSP00000370408","FAM160A2,AKTIP,RILP,BIN1,PLEKHF2,CDX2"
151,GO:0010646,Regulation of cell communication,62,3355,0.18,0.0355,"9606.ENSP00000014914,9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247226,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000347454,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000357131,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000364526,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000376333,9606.ENSP00000383053,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000440273,9606.ENSP00000455215,9606.ENSP00000455507,9606.ENSP00000478927,9606.ENSP00000482760,9606.ENSP00000486891,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000499251","GPRC5A,LAMB1,COL1A1,HES1,MSX2,PLEKHG3,TRIM21,THBS1,ARHGAP29,SEMA7A,SLC9A3R1,TP63,EGFR,DUSP6,ITGA2,FABP5,IRS1,TPD52L1,GLUL,PPP2R1B,DAB2,WNT11,ARHGAP10,PTN,ANO1,PLXNB1,SULF2,TGM2,NENF,IVNS1ABP,ARHGAP18,TPBG,FGR,RGS3,JCAD,TLE1,ANXA1,GATA3,LAMA1,HCAR2,LLGL2,EPHB2,AAK1,ACE2,CHD7,TNIK,ERN1,ACVR1,ADAM9,CAMK2D,RAI14,LYN,EPS8L2,SH2B2,ADGRG1,OBSCN,YAP1,PCSK6,TCF7L2,S1PR2,HOXA13,NUAK2"
152,GO:0030216,Keratinocyte differentiation,8,138,0.68,0.0365,"9606.ENSP00000264731,9606.ENSP00000301653,9606.ENSP00000329243,9606.ENSP00000366109,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000449404,9606.ENSP00000478927","TP63,KRT16,KRT7,ANXA1,ADAM9,PALLD,KRT8,YAP1"
153,GO:0048858,Cell projection morphogenesis,16,487,0.43,0.0372,"9606.ENSP00000261918,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000486285,9606.ENSP00000493716","SEMA7A,EPHB3,PTN,ANO1,SHTN1,PLXNB1,TPBG,GATA3,PRTG,LAMA1,EPHB2,CRPPA,TNIK,PALLD,FARP1,EFNB2"
154,GO:0003281,Ventricular septum development,6,74,0.82,0.0373,"9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000325526,9606.ENSP00000368632,9606.ENSP00000405004,9606.ENSP00000497112","HES1,TBX3,WNT11,GATA3,ACVR1,HOXA13"
155,GO:0007167,Enzyme-linked receptor protein signaling pathway,19,641,0.39,0.0373,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000275493,9606.ENSP00000296522,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000363117,9606.ENSP00000363377,9606.ENSP00000383053,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000440273,9606.ENSP00000493716","COL1A1,HES1,MSX2,EGFR,HPGD,FAM83B,IRS1,EPHB3,PTN,MPZL1,SULF2,FGR,FOXO4,EPHB2,ACVR1,ADAM9,LYN,SH2B2,EFNB2"
156,GO:0048546,Digestive tract morphogenesis,5,48,0.93,0.0393,"9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000497112","TP63,EGFR,WNT11,EPHB3,HOXA13"
157,GO:1904035,Regulation of epithelial cell apoptotic process,7,106,0.74,0.0393,"9606.ENSP00000260356,9606.ENSP00000325526,9606.ENSP00000362924,9606.ENSP00000368632,9606.ENSP00000422176,9606.ENSP00000478927,9606.ENSP00000486891","THBS1,WNT11,GSN,GATA3,CAST,YAP1,TCF7L2"
158,GO:0060706,Cell differentiation involved in embryonic placenta development,4,26,1.1,0.0394,"9606.ENSP00000231121,9606.ENSP00000355124,9606.ENSP00000377721,9606.ENSP00000495564","HAND1,KRT19,NR2F2,GRHL2"
159,GO:2000114,Regulation of establishment of cell polarity,4,26,1.1,0.0394,"9606.ENSP00000247226,9606.ENSP00000347532,9606.ENSP00000362924,9606.ENSP00000368632","PLEKHG3,SHTN1,GSN,GATA3"
160,GO:0042472,Inner ear morphogenesis,7,107,0.73,0.0407,"9606.ENSP00000257566,9606.ENSP00000262613,9606.ENSP00000288955,9606.ENSP00000368632,9606.ENSP00000383053,9606.ENSP00000392028,9606.ENSP00000501092","TBX3,SLC9A3R1,GRHL3,GATA3,EPHB2,CHD7,TFAP2A"
161,GO:0045893,"Positive regulation of transcription, DNA-templated",37,1710,0.25,0.0428,"9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000243056,9606.ENSP00000254436,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000297689,9606.ENSP00000313391,9606.ENSP00000324693,9606.ENSP00000325526,9606.ENSP00000328004,9606.ENSP00000351742,9606.ENSP00000359668,9606.ENSP00000363377,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000381382,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000420267,9606.ENSP00000427514,9606.ENSP00000439689,9606.ENSP00000449960,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486891,9606.ENSP00000495564,9606.ENSP00000497112,9606.ENSP00000501092","COL1A1,HAND1,HES1,HOXB7,HOXC13,TRIM21,MICAL2,TBX3,TP63,EGFR,GRHL3,NFIL3,DAB2,GRHL1,WNT11,YAF2,TFEB,VGLL1,FOXO4,GATA3,AGRN,CDX2,NR2F2,NFATC2,TCF4,CHD7,ACVR1,NR6A1,CEBPA,TRERF1,CALCOCO1,YAP1,DPF3,TCF7L2,GRHL2,HOXA13,TFAP2A"
162,GO:0006897,Endocytosis,15,447,0.44,0.043,"9606.ENSP00000215957,9606.ENSP00000220325,9606.ENSP00000260356,9606.ENSP00000275493,9606.ENSP00000301904,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000360108,9606.ENSP00000362924,9606.ENSP00000363827,9606.ENSP00000381588,9606.ENSP00000383115,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000487363","MICALL1,EHD4,THBS1,EGFR,SCARA3,DAB2,BIN1,DNAJC6,GSN,HSPG2,TMPRSS2,COLEC12,AAK1,ACE2,HAVCR1"
163,GO:0007507,Heart development,17,548,0.41,0.0436,"9606.ENSP00000070846,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000325526,9606.ENSP00000334008,9606.ENSP00000356581,9606.ENSP00000368632,9606.ENSP00000386096,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000464162,9606.ENSP00000478927,9606.ENSP00000495564,9606.ENSP00000497112","PKP2,HAND1,HES1,MSX2,MICAL2,TBX3,WNT11,PARVA,ADGRG6,GATA3,MYO18B,CHD7,ACVR1,GREB1L,YAP1,GRHL2,HOXA13"
164,GO:0009967,Positive regulation of signal transduction,34,1525,0.26,0.0436,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000297258,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000364526,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000386456,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891","LAMB1,COL1A1,HES1,MSX2,TRIM21,THBS1,SEMA7A,SLC9A3R1,TP63,EGFR,FABP5,IRS1,TPD52L1,PPP2R1B,DAB2,WNT11,PLXNB1,SULF2,TGM2,NENF,TPBG,FGR,JCAD,GATA3,LAMA1,AAK1,TNIK,ERN1,ACVR1,ADAM9,LYN,ADGRG1,YAP1,TCF7L2"
